,imdb_id,original_title,overview,poster_path,release_date,_id
246,tt0110006,Heavyweights,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",/j6bhaWGuhL5nyRK0FdpnRIBDlp3.jpg,1995-02-17,222
247,tt0113360,The Hunted,A businessman on a trip to Tokyo ends up in the middle of a centuries old feud between a criminal Ninja cult and a Samurai when he witnesses a assassination performed by the Ninja-cult leader.,/llu5wgQGYyMVDnz4p8ds8Um3lUa.jpg,1995-02-24,223
248,tt0110099,I.Q.,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,1994-12-24,224
249,tt0110148,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,1994-11-11,225
250,tt0113463,Jefferson in Paris,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,1995-03-31,226
251,tt0110189,The Jerky Boys,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",/lXu3oa1mQzI2sDsFcKuyJYLziLK.jpg,1995-02-03,227
252,tt0110216,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,1994-11-22,228
253,tt0113501,Just Cause,"Bobby Earl is facing the electric chair for the murder of a young girl. Eight years after the crime he calls in Paul Armstrong, a professor of law, to help prove his innocence. Armstrong quickly uncovers some overlooked evidence to present to the local police, but they aren't interested - Bobby was their killer.",/tPQ8kT5HVxfyKXVeoiC6NkF5gsu.jpg,1995-02-17,229
254,tt0113538,A Kid in King Arthur's Court,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,1995-08-11,230
255,tt0113552,Kiss of Death,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences.",/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,1995-04-21,231
256,tt0076759,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,1977-05-25,232
257,tt0110367,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,1994-12-21,233
258,tt0113670,A Little Princess,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,1995-05-10,234
259,tt0110296,Ladybird Ladybird,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.",/9YgIxxPsWMwoIFrBgNxHgGn0y29.jpg,1994-02-18,235
262,tt0110322,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,1994-12-16,236
263,tt0110443,Major Payne,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",/tCgBOpglqgg478AIy9wYfZ7choY.jpg,1995-03-24,237
264,tt0110365,Little Odessa,"The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.",/9BQrTWQodxm0G349yruhRuJV38q.jpg,1994-10-27,238
265,tt0107566,Mi Vida Loca,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",/uEzbxMuT2d1KNR0KEfQncN7IUq2.jpg,1994-06-08,239
266,tt0110391,Love Affair,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,1994-10-21,240
267,tt0113691,Losing Isaiah,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,1995-03-17,241
268,tt0110428,The Madness of King George,"Nicholas Hytner’s much awarded 1994 drama, based on Alan Bennett's West End play. George III's erratic behaviour leads to a plot in Parliament to have him declared insane and removed from the throne.",/Apgj4j73aUyMkNaPoSuQ7DJbt1M.jpg,1994-12-28,242
269,tt0109836,Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",/uG0YLHdiBuWBv99MLwthucsvKLZ.jpg,1994-11-04,243
270,tt0113755,Man of the House,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,1995-03-03,244
271,tt0110538,Mixed Nuts,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,/q4kYWVXsPhD23XhGCBaWHoEITHC.jpg,1994-12-21,245
272,tt0110516,Milk Money,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",/94AgmLpD2NtCSwJ13rof6Bn5mfN.jpg,1994-08-31,246
273,tt0110527,Miracle on 34th Street,"A little girl discovers dreams can come true if you really believe. Six-year-old Susan Walker has doubts about childhood's most enduring miracle - Santa Claus. Her mother told her the 'secret' about Santa a long time ago. But after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all something to believe in.",/iuI31j8DM4TOxJTZeumG0S4npPU.jpg,1994-11-18,247
274,tt0113808,Miami Rhapsody,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",/jn2kmqCgRcloNYr121BB4BmgSRu.jpg,1995-01-27,248
275,tt0113896,My Family,"Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930's. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the 50's. As the second generation become adults in the 60's, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.",/wDV4MCBmmTdgNQTv2tYbQg5diaB.jpg,1995-05-03,249
276,tt0113870,Murder in the First,"Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.",/jPbBDALAjTQFzCl21ZKmhjSjEmD.jpg,1995-01-20,250
277,tt0110684,Nobody's Fool,"Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.",/3mbJyBFsryL6wcSuEwHXvpzdOYa.jpg,1994-12-23,251
278,tt0110638,Nell,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",/4XLF6QkUqMDL5SLDEw1nrpSMk8N.jpg,1994-12-23,252
279,tt0113967,New Jersey Drive,"New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial ""car theft capital of the world"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",/pkQKP4ZFzSjvSDXYeVtfju5A2pR.jpg,1995-04-19,253
280,tt0117169,New York Cop,"Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?",/hGJ3YlibjHNd9xP6rOIDTgh90eC.jpg,1993-08-14,254
281,tt0106402,Beyond Bedlam,An experiment gone awry places a neurologist (Elizabeth Hurley) and a homicide detective (Craig Fairbrass) in a psychopath's (Keith Allen) nightmarish world.,/h7hwxnIC997ceboreSmEZo82bAw.jpg,1994-04-22,255
282,tt0113948,Nemesis 2 - Nebula,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",/mY7SX6aBDumSweQMTCdfrIbMLAa.jpg,1995-09-26,256
283,tt0110671,Nina Takes a Lover,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",/24f1paDywuI9FVEmT313Ze8oVHX.jpg,1995-03-03,257
284,tt0110632,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg,1994-08-25,258
285,tt0110737,Only You,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?",/eaHH1hnbZ9wIUHjYKlqJUwpTBan.jpg,1994-09-17,259
286,tt0110729,Once Were Warriors,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",/8QF48QS5lvtrhOclt22RFz3bSQm.jpg,1994-09-02,260
287,tt0114151,Poison Ivy II: Lily,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",/bYU4DdtGM4JBu5eZNkauDjJhXpN.jpg,1996-01-16,261
288,tt0114069,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,1995-03-10,262
290,tt0114113,The Perez Family,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg,1995-05-12,263
291,tt0114210,A Pyromaniac's Love Story,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",/leJcOavVPUrYodUJteBOl7pRFuU.jpg,1995-04-28,264
292,tt0110912,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/dM2w364MScsjFf8pfMbaWUcWrR.jpg,1994-09-10,265
293,tt0114084,Panther,Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.,/lHxczIhjEXFuxUyLf5ktdwoIdZq.jpg,1995-11-10,266
295,tt0110889,Priest,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",/ts8BUqausEiIWeMtjSqQgn8m6kN.jpg,1994-01-01,267
296,tt0110932,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,1994-09-16,268
297,tt0114129,Picture Bride,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",/eREsgaAN2Br1Tlg9eDSBjHrb1AC.jpg,1995-05-05,269
299,tt0114214,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",/50ZzhAMO6nunlCp7FrGj7VoLxJV.jpg,1995-02-09,270
301,tt0110907,Prêt-à-Porter,"Paris Fashion Week draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Follows the various storylines of these characters, centering around a murder investigation of a prominent fashion figure. Features an all-star cast.",/jP8ONbgwpQm5ojrtFuKCwvG1wCs.jpg,1994-12-23,271
306,tt0114268,Rent-a-Kid,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",/bIxNdNo4jNBLpcUoWvQ7LEnuA0w.jpg,1995-01-01,272
307,tt0110965,Relative Fear,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",/l9mzb7eJ1SOLEwcmLHBa27YtiXR.jpg,1995-10-03,273
308,tt0114571,Stuart Saves His Family,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices.",/9EwB291UkaAHhS3m7PQ6QLizu3w.jpg,1995-04-12,274
309,tt0111333,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",/oYp2bckWNBKOIbznjAfypVoMOFl.jpg,1994-11-18,275
310,tt0111112,The Secret of Roan Inish,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate..",/x3H5XwswpUWnskoAWRwiB7rYBxt.jpg,1994-01-01,276
311,tt0111255,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",/flK0OtdFRvfbs5BixEqU327H8ZB.jpg,1994-10-07,277
312,tt0111282,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",/39WsfbB5BshvdbPAYRFXdsjC481.jpg,1994-10-27,278
313,tt0111070,The Santa Clause,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg,1994-11-10,279
314,tt0111161,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,1994-09-23,280
315,tt0111149,Shallow Grave,Three friends discover their new flatmate dead but loaded with cash.,/qak9QuEiH5ENwqxyVEO0onegCx6.jpg,1994-12-22,281
316,tt0108260,Suture,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",/xP4dO0TVsSvKXx8uwfLSqsbtfLM.jpg,1993-09-14,282
318,tt0114594,Swimming with Sharks,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",/jqsOhWIGccIJCe8zvHKQuWy5IJL.jpg,1994-09-10,283
319,tt0111309,The Sum of Us,"""The Sum of Us"" is an Aussie story about a father and a son both searching for love and sharing an unconventional bond. Harry, the father, is the caring and open-minded ""mate"" that borders on annoyance. His son Jeff unsuccessfully searches for love, with the unwanted guidance of his father.",/rAQAUf6HHUyoT2Ii6jUmzMu5Ppf.jpg,1994-07-12,284
320,tt0113936,Senior Trip,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",/qfMbFIGNIQ76FEu7Wg48aEbxFh1.jpg,1995-09-08,285
322,tt0114614,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",/n3QWQhb5oVJxTLNKMLmA9xC5XwB.jpg,1995-03-31,286
323,tt0114608,Tales from the Crypt: Demon Knight,A man on the run is hunted by a demon known as the Collector.,/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,1995-01-13,287
324,tt0111280,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,/wjrXjlNpDq9U8vYmAwf420yDFtn.jpg,1994-11-17,288
325,tt0114609,Tales from the Hood,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg,1995-05-24,289
326,tt0111454,Tom & Viv,"The story of the marriage of the poet TS Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaeological and emotional problems and his growing fame.",/vLh2r5QyIooLhmYNYEaSZ4Jxsav.jpg,1994-04-15,290
327,tt0114852,Village of the Damned,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",/iwmI6kZWPJ9TYC4PJ0fi80TNFx5.jpg,1995-04-28,291
328,tt0114694,Tommy Boy,"Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day.",/lbsuDUaTH9POXWb4Inyck8gZFck.jpg,1995-03-31,292
329,tt0111590,Vanya on 42nd Street,"An uninterrupted rehersal of Chekhov's ""Uncle Vanya"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",/ii4bqnfm5aW3TxqGh0tcxS8nijK.jpg,1994-09-13,293
330,tt0114788,The Underneath,"Michael Chambers has come home to Austin, Texas. To the mother who's starting a new life and the brother driven by old jealousies. To the places he remembers and the memories he can't forget. And to Rachel, the woman he married and then betrayed with his passion for gambling. Now she's together with Tommy Dundee, a man no one trifles with. He takes care of her in a way Michael never could, but there's a price for his attention and Rachel knows this. And when Michael devises a plan to get Rachel out from under Tommy's control, they become entangled in a web of intrigue, danger and desire from which no one escapes unscathed.",/xoMf6741KkVgHMqVWCvflqTHf09.jpg,1995-04-28,294
331,tt0114888,The Walking Dead,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",/lP0YJPbtshhFHGVSgiQojuiC1im.jpg,1995-02-24,295
332,tt0108550,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,1993-12-17,296
333,tt0114857,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg,1995-08-04,297
334,tt0114924,While You Were Sleeping,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,1995-04-21,298
335,tt0111667,The War,The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.,/neSgQuAS2zWZeqfHHNv41IEuR6v.jpg,1994-11-04,299
336,tt0109655,Double Happiness,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",/i67S4uIrx8nV1ZYk4zugsw3xbZX.jpg,1994-09-07,300
337,tt0110598,Muriel's Wedding,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.",/qoZShHm8QTrHAR80LypwI0SYp8I.jpg,1994-09-29,301
338,tt0112435,The Baby-Sitters Club,"It's the story about seven very different best friends, and one summer that will bring them together like never before.",/1Hbz9SWu98m4LsMPxfRNFIGKxuT.jpg,1995-08-18,302
339,tt0109040,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",/nZirljb8XYbKTWsRQTplDGhx39Q.jpg,1994-02-04,303
340,tt0109045,"The Adventures of Priscilla, Queen of the Desert","Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",/pmHRJPlAEiYATBIgKAa0IyY6Or7.jpg,1994-05-31,304
341,tt0106339,Backbeat,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe (played by Stephen Dorff) and John Lennon (played by Ian Hart), and also with Sutcliffe's German girlfriend Astrid Kirchherr (played by Sheryl Lee).",/zPhcqjKLThhzRPDoMEzVdjh431i.jpg,1994-04-01,305
342,tt0104779,Bitter Moon,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.",/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg,1992-09-02,306
343,tt0109348,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",/tfplmiNdTDHHbZZ8AGmXBiB1xJj.jpg,1994-10-14,307
344,tt0109444,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,/avRDucB3FLf1Xz5532hbOYd1giX.jpg,1994-08-03,308
